夫人 (2);fū rén;Wife;"夫人总是非常优雅。
The lady is always very graceful.

王夫人准备了一桌丰盛的晚餐。
Mrs. Wang prepared a sumptuous dinner table.

你好，琳达夫人。
Hello, Mrs. Linda.";"Imagine a noble ""lady"" (夫人) beside her ""lord"" (夫), both as a respected couple. Visualize ""Lord"" standing next to ""Lady"" to remember ""2"" (二)."
反射;fǎn shè;Reflection.;"镜子会**反射**光线。
The mirror reflects light.

镜子中的光线**反射**得很清晰。
The light reflected in the mirror is very clear.

光在镜子上**反射**。
Light reflects on the mirror.";"Think of ""反"" as ""reverse"" and ""射"" as ""shoot."" Picture a beam that hits a mirror, reverses direction, then shoots back. Reflect, reverse-shoot: 反射."
逐个检查;zhú gè jiǎn chá;"""Check one by one""";"他**逐个检查**了每个盒子，确保没有遗漏。
He checked each box one by one to ensure nothing was missing.

我们应该**逐个检查**每个项目以确保它们没有问题。
We should check each item one by one to ensure there are no problems.

我们需要**逐个检查**每个包装盒，确保没有任何损坏。
We need to inspect each package one by one to ensure there is no damage.";"Think of 逐个检查 as ""checking one by one"". 逐个 (zhú gè) like ""each"", and 检查 (jiǎn chá) as ""inspect"". Picture checking items in a line."
逐字逐句;zhú zì zhú jù;Word for word.;"他在检查论文时，**逐字逐句**地阅读。
He read the paper word for word, sentence by sentence while reviewing it.

他在审核合同时，**逐字逐句**地检查每个条款。
He reviewed the contract by checking each clause word for word.

他**逐字逐句**地阅读合同以避免任何错误。
He read the contract word by word and sentence by sentence to avoid any mistakes.";"Remember 逐字逐句 as ""Step-by-step, word-for-word."" Think of it as carefully following directions, like a detailed recipe or step-by-step instructions."
逐年提升;zhú nián tí shēng;Improve year by year.;"我们的生活水平**逐年提升**。
Our standard of living improves year by year.

公司业绩**逐年提升**，令人鼓舞。
The company's performance improves year by year, which is encouraging.

产品的质量**逐年提升**
The quality of the product is improving year by year";"Think of ""逐"" as ""each step"" and ""年"" as ""year"". ""提升"" means ""improve"". Together: ""Step-by-step, year-by-year improvement"". Helps remember: gradual yearly progress."
形象的思维;xíng xiàng de sī wéi;Imagery thinking.;"**形象的思维**帮助我们更好地理解抽象的概念。
Imaginative thinking helps us better understand abstract concepts.

通过**形象的思维**，他能够轻松地解决复杂的问题。
Through imaginative thinking, he is able to easily solve complex problems.

**形象的思维**能帮助我们更好地理解复杂的概念。
Imagery thinking can help us better understand complex concepts.";"""Think of 'shape-image' (形象) as ‘imaginative’ thoughts; 思维 (thoughts) in creative forms. Visualize images shaping thoughts."""
坚韧;jiān rèn;Tenacious.;"即使面对困难，他依然表现出惊人的**坚韧**。
Even in the face of difficulties, he still showed incredible resilience.

虽然面对困难，她依然表现出**坚韧**不拔的精神。
Even in the face of difficulties, she still demonstrated a tenacious spirit.

她在逆境中展现了惊人的**坚韧**。
She demonstrated incredible resilience in the face of adversity.";"Sure! 坚韧 means ""resilient"" or ""tough."" Imagine a ""Sturdy Bamboo"" in a storm. Bamboo represents 坚 (strong),韧 (tough). Visualize bending but not breaking."
不要迁就自己;bù yào qiān jiù zì jǐ;Don't indulge yourself.;"**不要迁就自己**，就能在困境中找到出路。
Do not indulge yourself, and you will be able to find a way out of adversity.

**不要迁就自己**，你要勇敢面对挑战。
Do not indulge yourself; you need to face challenges bravely.

**不要迁就自己**，你一定可以克服困难。
Don't indulge yourself, you can definitely overcome difficulties.";"""Don't give in to yourself"". Think: ""Bu yao (boo yow) = Don't want"". 迁就 sounds like ""change your ways"" (but don’t). So: ""boo yow change yo."""
半途而废;bàn tú ér fèi;Give up halfway.;"在学习新语言的过程中不要**半途而废**。
Do not give up halfway when learning a new language.

在学习新语言时，千万不要**半途而废**。
When learning a new language, never give up halfway.

做任何事情都不要**半途而废**，才能最终成功。
Do not give up halfway in doing anything, only then can you achieve ultimate success.";"Imagine running a race and stopping halfway, feeling wasted. 半 (half) 途 (journey) 而 (but) 废 (waste). So, ""Halfway journey but wasted."""
下狠心咬牙坚持;xià hěn xīn yǎo yá jiān chí;Grit your teeth and persevere.;"为了梦想，他**下狠心咬牙坚持**了多年。
For his dreams, he gritted his teeth and persevered for many years.

他**下狠心咬牙坚持**，每天清晨五点起床锻炼身体。
He gritted his teeth and persisted, waking up at 5 a.m. every morning to exercise.

为了成功，她不得不**下狠心咬牙坚持**。
To achieve success, she had to grit her teeth and persevere.";"Think of ""determined warrior"": ""下狠心"" is the fierce heart, ""咬牙"" is grit teeth, ""坚持"" is keep going. Visualize a warrior facing challenges but never backing down, with a fierce heart and gr"
宣扬;xuān yáng;Promote.;"他在社交媒体上**宣扬**公司的环保政策。
He is promoting the company's environmental policies on social media.

他喜欢在朋友圈里**宣扬**自己的成就。
He likes to publicize his achievements in his social circle.

他在努力**宣扬**环保的重要性。
He is working hard to promote the importance of environmental protection.";Imagine you're a herald proclaiming. 宣(announce) + 扬(spread). Picture a loudspeaker: 宣扬. Shout and spread the news. Think 宣扬 = 宣(宣)布 + 扬(扬)名. Loud
排汗;pái hàn;Sweat it out.;"出门运动时，身体会自然**排汗**。
When you exercise outdoors, your body will naturally sweat.

锻炼时，身体会自然**排汗**。
During exercise, the body will naturally sweat.

运动可以帮助我们**排汗**。
Exercise can help us sweat.";"""排汗"" sounds like ""pie hunt"". Imagine pies sweating from a tough 'hunt’. So, ""pie hunt"" means sweat (汗) is being released (排)."
落实;luò shí;Implement.;"我们需要尽快**落实**这个计划。
We need to implement this plan as soon as possible.

我们需要认真**落实**这些计划。
We need to thoroughly implement these plans.

我们必须确保策略的**落实**。
We must ensure the implementation of the strategy.";"Think of ""落实"" as ""lock it in."" 想象""落实"" as ""lock it in."" Important tasks locked in, executed perfectly."
姿则要落实到底;zī zé yào luò shí dào dǐ;Stick to the plan to the end.;"**姿则要落实到底**，方能见真章。
Rules must be implemented thoroughly to achieve real results.

**姿则要落实到底**，我们才能看到真正的效果。
Rules must be implemented thoroughly for us to see the real results.

**姿则要落实到底**，从始至终保持一致。
Rules must be implemented thoroughly and consistently from start to finish.";"""姿则要落实到底"" = ""Principles should be followed to the end."" 
Memory tip: Think ""Stick to the rules all the way"". ""姿"" (posture/rules) + ""落实"" (implement) + """
循序渐进;xún xù jiàn jìn;Step by step.;"学习一门语言需要**循序渐进**，不能操之过急。
Learning a language requires gradual progress; you can't rush it.

在学习中，我们要**循序渐进**，不能一蹴而就。
In learning, we should progress step by step and not try to achieve success overnight.

学习任何新技能都需要**循序渐进**。
Learning any new skill requires a step-by-step approach.";Imagine a staircase. Each step represents progress. No rushing, just gradual improvement. Start small, step-by-step: 循序渐进.
急于求成;jí yú qiú chéng;Eager for quick success.;"他总是**急于求成**，结果反而做不好。
He is always eager for quick success, but ends up not doing well.

他总是**急于求成**，却忘记了脚踏实地。
He is always eager for quick success and instant benefits, but forgets to be down-to-earth.

他总是**急于求成**，结果常常弄巧成拙。
He is always eager for quick success and instant benefit, so he often ends up with a failed result.";"Imagine: student rushing homework, worried about it. ""急"" (anxious). ""于"" (toward). ""求成"": want success fast. Visual: sprint to finish line, missing steps. Remember: haste = waste."
大幅度运动;dà fúdù yùndòng;Intense exercise.;"今天的训练包括**大幅度运动**，比如跳高和冲刺。
Today's training includes intensive exercises, such as high jumps and sprints.

我们需要进行**大幅度运动**来保持健康。
We need to engage in vigorous exercise to stay healthy.

这项活动需要**大幅度运动**，所以一定要做好准备。
This activity requires large-scale movements, so be well prepared.";"Think ""big move exercise."" ""大"" (big), ""幅度"" (scale), ""运动"" (exercise). Picture a giant workout. That’s 大幅度运动."
不愧;bù kuì;"Deservedly; worthy of.";"他**不愧**是公司的顶梁柱。
He truly deserves to be called the backbone of the company.

他**不愧**是我们公司的最佳员工。
He truly deserves to be called the best employee of our company.

你在比赛中的表现真是优秀，**不愧**是我们的榜样。
Your performance in the competition was truly excellent, you well deserve to be our role model.";"Think of ""不愧"" as ""deserving"" or ""worthy."" Picture a trophy. 不: not, 愧: ashamed. Together: not ashamed, thus deserving honor."
你真不亏是这方面的专家;nǐ zhēn bù kuī shì zhè fāngmiàn de zhuānjiā;You really are an expert in this field.;"**你真不亏是这方面的专家**。
You truly are an expert in this field.

**你真不亏是这方面的专家**，问题解决得很快！
You truly are an expert in this field; the problem was resolved quickly!

**你真不亏是这方面的专家**，解决问题的速度真让人佩服。
You truly are an expert in this field; the speed at which you solve problems is admirable.";"""你真不亏是这方面的专家"" 
Think: ""You're truly not unqualified—expert."" 
Simple: ""You're undoubtedly an expert."" 
Memorize: 无亏=undoubtedly, 专家=expert."
真不愧是好学生;zhēn bù kuì shì hǎo xué shēng;Truly a model student.;"他总是认真完成作业，**真不愧是好学生**。
He always completes his homework diligently, truly deserving to be called a good student.

他每次考试都得满分，**真不愧是好学生**。
He scores full marks in every test, truly a deserving good student.

他每次考试都拿满分，**真不愧是好学生**。
He gets full marks on every exam; he truly deserves to be called a good student.";"""True, deserves to be called good student"" -> ""Truely (真) no shame (不愧), good student (好学生)."" Use ""真不愧"" to mean ""truly deserving."" Think ""no shame,"
定期;dìng qī;Regularly.;"**定期**检查你的牙齿很重要。
Regularly checking your teeth is important.

我们需要**定期**检查设备。
We need to regularly inspect the equipment.

我们**定期**进行安全检查。
We conduct safety inspections regularly.";"Think ""定"" as in ""fixed"" or ""set,"" and ""期"" as in ""period"" or ""time."" Together, 定期 means ""regular"" or ""scheduled."" Like setting a clock."
不论我说什么他不听;bù lùn wǒ shuō shén me tā bù tīng;No matter what I say, he won't listen.;"**不论我说什么他不听**，他总有自己的主意。
No matter what I say, he doesn't listen; he always has his own ideas.

**不论我说什么他不听**，他总是坚持自己的想法。
No matter what I say, he won't listen; he always sticks to his own ideas.

**不论我说什么他不听**，他总是坚持自己的观点。
No matter what I say, he doesn't listen; he always sticks to his own opinion.";"Imagine: ""No matter what I say, he doesn't listen."" So, 不论 (no matter) + 我说什 (I say what) + 么他 (he) + 不听 (doesn't listen). Visualize repeating this in"
心有灵犀;xīn yǒu líng xī;Connected at the heart.;"**心有灵犀**一点通，不言而喻。
Hearts resonate in harmony; no words needed for understanding.

**心有灵犀**，一点就通。
Hearts linked by a shared intuition, understanding at the slightest hint.

**心有灵犀**，一点通。
Though miles apart, we share the same feeling.";"Imagine two hearts sharing a secret ""mind beam."" 心 (heart) 有 (have) 灵犀 (spiritual connection). Think: soulmate telepathy."
机动车;jī dòng chē;Motor vehicle.;"**机动车**需要定期保养。
Motor vehicles require regular maintenance.

**机动车**在城市里越来越多。
Motor vehicles are becoming more numerous in the city.

**机动车**在这个城市非常普遍。
Motor vehicles are very common in this city.";"Imagine a ""motor vehicle"" as a machine that moves. ""Motor"" sounds like 机 (jī), and ""vehicle"" is simplified to 动车 (dòngchē). Combine: 机动车 (jīdòngchē)."
中意;zhòng yì;"""Like"" or ""Fancy""";"他终于找到了自己**中意**的工作。
He finally found the job he likes.

她找到了一款非常**中意**的连衣裙。
She found a dress that she really likes.

她终于找到了她**中意**的那本书。
She finally found the book she liked.";"Sure! Think of ""中"" as ""center"" or ""middle"" and ""意"" as ""mind"" or ""idea."" Imagine your mind is centered on something you really like: 中意 means ""to like"" or ""fancy."""
各自保管自己的钱;gè zì bǎo guǎn zì jǐ de qián;Each person should keep their own money.;"**各自保管自己的钱**，每个人都要学会管理。
Everyone should take care of their own money and learn to manage it.

**各自保管自己的钱**，他们才不会发生争吵。
Each person manages their own money, so they won't have arguments.

**各自保管自己的钱**，可以避免不必要的争吵。
Each person keeping their own money can avoid unnecessary quarrels.";"Imagine ""each self guards own money."" When you see 各自 (each self), 保管 (guard), 自己的 (own), 钱 (money), you recall individuality and responsibility."
着重讨论;zhuó zhòng tǎo lùn;Focus on discussing.;"我们今天在会议上**着重讨论**环保问题。
Today, we will focus on discussing environmental issues in the meeting.

我们今天的会议将**着重讨论**环境保护的问题。
Today's meeting will focus on discussing environmental protection issues.

我们今天即将**着重讨论**环境保护的关键措施。
Today, we will place special emphasis on discussing key measures for environmental protection.";"Think of ""着重讨论"" as ""focus discussion."" Imagine a spotlight (着重) on a topic (讨论). Spotlight = focus, discussion = 讨论. So, spotlight it!"
保管你满意;bǎo guǎn nǐ mǎn yì;Guaranteed to satisfy you;"我会**保管你满意**的东西。
I will keep your things to your satisfaction.

请放心，我们的服务一定**保管你满意**。
Rest assured, our service will certainly satisfy you.

**保管你满意**的服务质量永远是我们的目标。
Ensuring your satisfaction with service quality is always our goal.";"Imagine a warehouse keeper (保管) with a big smile, saying ""you'll be happy"" (你满意). Keeper ensures satisfaction."
收音机;shōu yīn jī;Radio.;"我早上喜欢听**收音机**节目。
I enjoy listening to radio programs in the morning.

我每天早晨都会打开**收音机**听新闻。
Every morning, I turn on the radio to listen to the news.

今天早上我听了**收音机**里的新闻。
This morning, I listened to the news on the radio.";"Imagine ""Show-in GPS,"" like a device showing radio waves in (""Show-in"") and guiding like GPS = 收音机."
音响;yīn xiǎng;Sound system;"**音响**效果非常震撼。
The sound effects are very impressive.

我们家的**音响**系统非常高级。
Our home's audio system is very high-end.

**音响**效果非常出色。
The sound system's performance is outstanding.";"Think of 音响 (yīnxiǎng) like ""sound rings."" 音 means sound, 响 means resound. Together, imagine a device that makes sound ripple out. Sound system."
家里的钱谁来保管;jiā lǐ de qián shéi lái bǎoguǎn;Who manages the household finances?;"**家里的钱谁来保管**？一般是我妈妈负责这个事。
Who manages the money at home? Usually, my mother is responsible for it.

**家里的钱谁来保管**，还是我们每个月轮流负责？
Who will manage the household money, or should we take turns every month?

**家里的钱谁来保管**？这个问题一直困扰着我。
Who is responsible for managing the money at home? This question has always troubled me.";"Imagine family as house (家), money inside (里的钱). Ask ""who maintains it?"" (谁来保管). Think: family's money caretaker."
保管你好吃;bǎo guǎn nǐ hǎo chī;I guarantee you'll find it delicious.;"放心吧，我会**保管你好吃**的巧克力。
Don't worry, I will take care of your delicious chocolate.

放心，**保管你好吃**的东西绝对新鲜。
Rest assured, I will ensure the food I keep for you is absolutely fresh.

**保管你好吃**的蛋糕真是一种考验。
Taking care of your delicious cake is truly a test.";"""保管"" sounds like ""guarantee"" and ""你好吃"" sounds like ""you eat well."" Together: ""Guarantee your yummy!"" Easy to remember."
馈;kuì;Gift or offering;"你的**馈**赠让我感动。
Your gift moved me.

**馈**赠亲友
Gifting friends and family

礼物是友谊的**馈**赠。
Gifts are tokens of friendship.";"Think of 馈 as ""give + meal"". Picture gifting a meal to someone. ""Give"" is seen in the character's structure. This image helps remember 馈 as giving a present or food."
款式;kuǎn shì;Style;"他的衣服**款式**非常时尚。
His clothing style is very fashionable.

这家店的衣服**款式**很时尚。
The styles of clothes in this store are very fashionable.

这个品牌的新**款式**非常受欢迎。
This brand's new style is very popular.";"Imagine ""款"" as ""fancy payment"" and ""式"" as ""style."" Together, ""款式"" means ""a fashionable style."" Think of paying for stylish clothes: ""款式"" = stylish payment."
纽扣儿;niǔ kòu er;Button.;"**纽扣儿**掉了，我得找个新的。
The button fell off, I need to find a new one.

这件衬衫少了一个**纽扣儿**。
This shirt is missing a button.

这件衬衫缺了一粒**纽扣儿**。
This shirt is missing a button.";"Imagine a ""new coat"" with a button. ""New coat"" sounds like ""纽扣儿"" (niǔ kòur). Think ""new coat button""."
矿产资源;kuàng chǎn zī yuán;Mineral resources.;"中国的**矿产资源**非常丰富。
China's mineral resources are very abundant.

**矿产资源**是国家的重要财富。
Mineral resources are the nation's valuable wealth.";"Picture a ""mine"" with ""rich"" treasures. ""矿"" (mine) is the source, ""产"" (produce) and ""资源"" (resources). Think of mining resources: ""矿产资源"". Easy!"
反馈给商店;fǎn kuì gěi shāng diàn;Provide feedback to the store.;"我及时将顾客的**反馈给商店**。
I promptly relayed the customer's feedback to the store.

我昨天将产品问题**反馈给商店**，他们回复很快。
I reported the product issue to the store yesterday, and they replied quickly.

我已经将顾客的意见**反馈给商店**了。
I have already given the customer's feedback to the store.";"Imagine giving reviews (反馈) ""feedback"" on a product back ""给"" to a store ""商店."" Think: ""Feedback returns to store."""
勘探矿产;kān tàn kuàng chǎn;Exploring mineral resources.;"地质学家们正在偏远地区**勘探矿产**。
Geologists are exploring minerals in remote areas.

我们正在**勘探矿产**，以寻找新的能源资源。
We are exploring minerals to find new energy resources.

**勘探矿产**对国家经济发展至关重要。
Exploring minerals is crucial to the nation's economic development.";"""勘探矿产"" = ""Explore minerals"". 

Visualize a prospector (勘探) searching the earth with tools in hand for rich ore deposits (矿产). Picture scouts scanning mountains for treasure."
售;shòu;Sell;"**售**罄
Sold out

**售**货员正在微笑着迎接顾客。
The salesperson is smiling while greeting customers.

商店正在**售**打折商品。
The store is selling discounted items.";"Think ""sell"" as ""show"" a product to a customer. 售 (shòu) sounds like ""show"". Visualize a shopkeeper showcasing items to sell."
有售;yǒu shòu;Available for purchase.;"这种商品在三楼**有售**。
This product is available for sale on the third floor.

这家商店**有售**各种电子产品。
This store sells various electronic products.

商店里有各式各样的水果**有售**。
The store has a variety of fruits for sale.";"Think ""Yao Show"" - ""yao"" sounds like ""have"", ""show"" like ""shop"". Together: ""Have in Shop"" = 有售."
无微不至;wú wēi bù zhì;Meticulous care.;"她对孩子的照顾可谓**无微不至**。
Her care for the child can be described as meticulous in every possible way.

她对孩子的照顾**无微不至**。
Her care for the child is meticulous and thorough.

她对孩子的照顾真是**无微不至**。
She takes meticulous care of her child.";"Imagine a caring person. No detail too small, they attend to everything. 无微不至 means such meticulous care. Associate it with ""not even tiny overlooked."""
兴隆;xīng lóng;Flourishing.;"生意**兴隆**
Business is booming.";"Think of ""兴隆"" as a vibrant, thriving dragon. ""兴"" sounds like ""sing"", so imagine a dragon happily singing. ""隆"" resembles ""long"" for a grand, prosperous reach."
无微不至的关怀;wú wēi bù zhì de guānhuái;Meticulous care.;"母亲总是以**无微不至的关怀**照顾我们。
A mother always takes care of us with meticulous care.

她对孩子的**无微不至的关怀**，像春风般温暖。
Her meticulous care for the child is as warm as the spring breeze.

她对孩子们**无微不至的关怀**感动了所有人。
Her meticulous care for the children moved everyone.";无微不至的关怀 = all-round care. Imagine a warm, gentle hug that covers every tiny concern. Every detail is looked after. Complete, tender, attentive care.
以学生为主到;yǐ xuéshēng wéi zhǔ dào;Student-centered.;"**以学生为主到**学校组织的活动。
The school's activities are primarily centered around students.

以学生为主的教学方法非常有效。
Teaching methods that are student-centered are very effective.

以学生为主的活动
Activities centered around students";"""Start with the student"" = 以学生为主到

Imagine a classroom. Teacher points to students, says: “You first!” Translate this gesture. 以=point, 学生=students, 为主=main, 到="
生意兴隆;shēng yì xīng lóng;Business is booming.;"愿您的店铺**生意兴隆**，财源滚滚。
May your store have booming business and abundant wealth.

祝您的商店**生意兴隆**，财源滚滚。
Wishing your store prosperous business and rolling wealth.

愿您的**生意兴隆**，财源广进。
May your business flourish and wealth flow in.";"""生意兴隆""—Imagine a dragon (symbol of prosperity) lifting a thriving business high. ""生意"" (business) + ""兴隆"" (flourishing). Think: Dragon lifts business high = Successful business!"
