生锈;shēng xiù;Rusty;"<b>**生锈**</b>的自行车很难骑。
<br>The rusty bicycle is hard to ride.
<br>
<br>铁门已经<b>**生锈**</b>了。
<br>The iron gate has rusted.
<br>
<br>铁栅栏因为雨水而<b>**生锈**</b>了。
<br>The iron fence rusted due to the rain.";"Think ""sheng"" (生: life) getting ""xiu"" (锈: rusty). Imagine a living plant (生) getting covered by rust (锈)."
火花;huǒ huā;Spark.;"<b>**火花**</b>点亮了黑夜。
<br>The spark lit up the night.
<br>
<br><b>**火花**</b>点亮了黑暗的夜晚。
<br>Sparks lit up the dark night.
<br>
<br><b>**火花**</b>在夜空中闪烁。
<br>Sparks flicker in the night sky.";Think of a campfire (火) with tiny shining sparks (花). Fire (火) and flower (花) together make fireworks. Fireflower—火花.
端端正正;duān duān zhèng zhèng;Neat and tidy.;"他把书桌上的书整理得<b>**端端正正**</b>。
<br>He arranged the books on his desk neatly and orderly.
<br>
<br>他把书放在桌子上，<b>**端端正正**</b>。
<br>He placed the book on the table, neatly and properly.
<br>
<br>他的字写得<b>**端端正正**</b>。
<br>His handwriting is neat and orderly.";"Imagine a soldier standing at attention; ""perfectly upright"" and ""proper"" in both posture and behavior. 端端正正 evokes that image."
不敢当;bù gǎn dāng;I wouldn't dare (accept the compliment).;"这份荣誉太重了，我真的<b>**不敢当**</b>。
<br>This honor is too great, I really don't deserve it.
<br>
<br>您这么夸奖，真是让我<b>**不敢当**</b>。
<br>Hearing such praise from you, I really don't deserve it.
<br>
<br>您的夸奖，我真的<b>**不敢当**</b>。
<br>Your praise, I truly don't deserve.";"Think: ""So honored, I don't dare to accept."" Imagine a humble bow, saying ""Not deserving."" Visualize a gift you feel overwhelmed to receive. Or ""Too much honor."""
气功协会;qì gōng xié huì;Qigong Association;"<b>**气功协会**</b>致力于推广古老的气功艺术。
<br>The Qigong Association is dedicated to promoting the ancient art of Qigong.
<br>
<br><b>**气功协会**</b>组织了一次大型健康研讨会。
<br>The Qigong Association organized a large health seminar.
<br>
<br><b>**气功协会**</b>组织了一次大型的健康研讨会。
<br>The Qigong Association organized a large health seminar.";“Qi Gong” sounds like “energy practice.” “Xie Hui” sounds like “association.” So, 气功协会 together is “Qi Gong energy practice association.” Easy to remember: Qi Gong = energy practice, association.
沙和尚;shā hé shàng;Sand Monk;"<b>**沙和尚**</b>是《西游记》中的一个重要人物。
<br>Sha Wujing is an important character in ""Journey to the West.""
<br>
<br><b>**沙和尚**</b>是《西游记》中的角色。
<br>Sha Wujing is a character in ""Journey to the West.""
<br>
<br><b>**沙和尚**</b>在旅途中帮助唐僧渡过许多困难。
<br>Sha Wujing helped Tang Monk overcome many difficulties during the journey.";"Imagine ""Sha"" as someone covered in ""sand"" from the desert, becoming a ""monk"" (和尚 – Heshang) with a calm demeanor. ""Sand Monk."""
劈;pī;"""Chop"" or ""Hack"".";"他用斧头<b>**劈**</b>开了木头。
<br>He split the wood with an axe.
<br>
<br>他用力<b>**劈**</b>柴。
<br>He chopped firewood forcefully.
<br>
<br>他用斧头把木头<b>**劈**</b>成两半。
<br>He split the log in half with an axe.";"Think of 劈 (pī) as ""pi"", like a karate chop, splitting a board cleanly in two. Visualize the motion of slicing."
逐年;zhú nián;Year by year.;"<b>**逐年**</b>增加的利润让公司信心倍增。
<br>The steadily increasing annual profits have greatly boosted the company's confidence.
<br>
<br><b>**逐年**</b>提高生产效率
<br>Increasing production efficiency year by year
<br>
<br><b>**逐年**</b>收入增加
<br>Annual income increases year by year";"Think of ""逐"" like ""step by step"" and ""年"" as ""year."" Combined, it’s like ""year by year"". Visualization: climbing steps, one year at a time."
健康五要素;jiàn kāng wǔ yào sù;Five Elements of Health;"<b>**健康五要素**</b>是保持身体健康的关键。
<br>The five elements of health are key to maintaining physical well-being.
<br>
<br>每天保持<b>**健康五要素**</b>非常重要。
<br>It is very important to maintain the five elements of health every day.
<br>
<br>保持均衡饮食是<b>**健康五要素**</b>之一。
<br>Maintaining a balanced diet is one of the five elements of health.";"""Healthy 5 factors: 'Jian' = health, 'Kang' = wellness, 'Wu' = five, 'Yaosu' = elements. Think 'JK Wu Elements' for memory aid."""
大脑生锈;dà nǎo shēng xiù;Brain rusting (i.e., mental rustiness or sluggish mind).;"如果你不经常思考，你的大脑会生锈。
<br>If you don't think frequently, your brain will rust.
<br>
<br>我的<b>**大脑生锈**</b>了，因为很久没有看书。
<br>My brain has rusted because I haven't read a book in a long time.
<br>
<br><b>**大脑生锈**</b>了，我都记不住你的名字了。
<br>My brain has rusted; I can't even remember your name.";"Imagine a big brain made of metal. Over time, rain makes it rusty. ""大"" (big), ""脑"" (brain), ""生锈"" (rusty). Big brain rusts—大脑生锈."
夫人 (2);fū rén;Wife;"夫人总是非常优雅。
<br>The lady is always very graceful.
<br>
<br>王夫人准备了一桌丰盛的晚餐。
<br>Mrs. Wang prepared a sumptuous dinner table.
<br>
<br>你好，琳达夫人。
<br>Hello, Mrs. Linda.";"Imagine a noble ""lady"" (夫人) beside her ""lord"" (夫), both as a respected couple. Visualize ""Lord"" standing next to ""Lady"" to remember ""2"" (二)."
反射;fǎn shè;Reflection.;"镜子会<b>**反射**</b>光线。
<br>The mirror reflects light.
<br>
<br>镜子中的光线<b>**反射**</b>得很清晰。
<br>The light reflected in the mirror is very clear.
<br>
<br>光在镜子上<b>**反射**</b>。
<br>Light reflects on the mirror.";"Think of ""反"" as ""reverse"" and ""射"" as ""shoot."" Picture a beam that hits a mirror, reverses direction, then shoots back. Reflect, reverse-shoot: 反射."
逐个检查;zhú gè jiǎn chá;"""Check one by one""";"他<b>**逐个检查**</b>了每个盒子，确保没有遗漏。
<br>He checked each box one by one to ensure nothing was missing.
<br>
<br>我们应该<b>**逐个检查**</b>每个项目以确保它们没有问题。
<br>We should check each item one by one to ensure there are no problems.
<br>
<br>我们需要<b>**逐个检查**</b>每个包装盒，确保没有任何损坏。
<br>We need to inspect each package one by one to ensure there is no damage.";"Think of 逐个检查 as ""checking one by one"". 逐个 (zhú gè) like ""each"", and 检查 (jiǎn chá) as ""inspect"". Picture checking items in a line."
逐字逐句;zhú zì zhú jù;Word for word.;"他在检查论文时，<b>**逐字逐句**</b>地阅读。
<br>He read the paper word for word, sentence by sentence while reviewing it.
<br>
<br>他在审核合同时，<b>**逐字逐句**</b>地检查每个条款。
<br>He reviewed the contract by checking each clause word for word.
<br>
<br>他<b>**逐字逐句**</b>地阅读合同以避免任何错误。
<br>He read the contract word by word and sentence by sentence to avoid any mistakes.";"Remember 逐字逐句 as ""Step-by-step, word-for-word."" Think of it as carefully following directions, like a detailed recipe or step-by-step instructions."
逐年提升;zhú nián tí shēng;Improve year by year.;"我们的生活水平<b>**逐年提升**</b>。
<br>Our standard of living improves year by year.
<br>
<br>公司业绩<b>**逐年提升**</b>，令人鼓舞。
<br>The company's performance improves year by year, which is encouraging.
<br>
<br>产品的质量<b>**逐年提升**</b>
<br>The quality of the product is improving year by year";"Think of ""逐"" as ""each step"" and ""年"" as ""year"". ""提升"" means ""improve"". Together: ""Step-by-step, year-by-year improvement"". Helps remember: gradual yearly progress."
形象的思维;xíng xiàng de sī wéi;Imagery thinking.;"<b>**形象的思维**</b>帮助我们更好地理解抽象的概念。
<br>Imaginative thinking helps us better understand abstract concepts.
<br>
<br>通过<b>**形象的思维**</b>，他能够轻松地解决复杂的问题。
<br>Through imaginative thinking, he is able to easily solve complex problems.
<br>
<br><b>**形象的思维**</b>能帮助我们更好地理解复杂的概念。
<br>Imagery thinking can help us better understand complex concepts.";"""Think of 'shape-image' (形象) as ‘imaginative’ thoughts; 思维 (thoughts) in creative forms. Visualize images shaping thoughts."""
坚韧;jiān rèn;Tenacious.;"即使面对困难，他依然表现出惊人的<b>**坚韧**</b>。
<br>Even in the face of difficulties, he still showed incredible resilience.
<br>
<br>虽然面对困难，她依然表现出<b>**坚韧**</b>不拔的精神。
<br>Even in the face of difficulties, she still demonstrated a tenacious spirit.
<br>
<br>她在逆境中展现了惊人的<b>**坚韧**</b>。
<br>She demonstrated incredible resilience in the face of adversity.";"Sure! 坚韧 means ""resilient"" or ""tough."" Imagine a ""Sturdy Bamboo"" in a storm. Bamboo represents 坚 (strong),韧 (tough). Visualize bending but not breaking."
不要迁就自己;bù yào qiān jiù zì jǐ;Don't indulge yourself.;"<b>**不要迁就自己**</b>，就能在困境中找到出路。
<br>Do not indulge yourself, and you will be able to find a way out of adversity.
<br>
<br><b>**不要迁就自己**</b>，你要勇敢面对挑战。
<br>Do not indulge yourself; you need to face challenges bravely.
<br>
<br><b>**不要迁就自己**</b>，你一定可以克服困难。
<br>Don't indulge yourself, you can definitely overcome difficulties.";"""Don't give in to yourself"". Think: ""Bu yao (boo yow) = Don't want"". 迁就 sounds like ""change your ways"" (but don’t). So: ""boo yow change yo."""
半途而废;bàn tú ér fèi;Give up halfway.;"在学习新语言的过程中不要<b>**半途而废**</b>。
<br>Do not give up halfway when learning a new language.
<br>
<br>在学习新语言时，千万不要<b>**半途而废**</b>。
<br>When learning a new language, never give up halfway.
<br>
<br>做任何事情都不要<b>**半途而废**</b>，才能最终成功。
<br>Do not give up halfway in doing anything, only then can you achieve ultimate success.";"Imagine running a race and stopping halfway, feeling wasted. 半 (half) 途 (journey) 而 (but) 废 (waste). So, ""Halfway journey but wasted."""
下狠心咬牙坚持;xià hěn xīn yǎo yá jiān chí;Grit your teeth and persevere.;"为了梦想，他<b>**下狠心咬牙坚持**</b>了多年。
<br>For his dreams, he gritted his teeth and persevered for many years.
<br>
<br>他<b>**下狠心咬牙坚持**</b>，每天清晨五点起床锻炼身体。
<br>He gritted his teeth and persisted, waking up at 5 a.m. every morning to exercise.
<br>
<br>为了成功，她不得不<b>**下狠心咬牙坚持**</b>。
<br>To achieve success, she had to grit her teeth and persevere.";"Think of ""determined warrior"": ""下狠心"" is the fierce heart, ""咬牙"" is grit teeth, ""坚持"" is keep going. Visualize a warrior facing challenges but never backing down, with a fierce heart and gr"
宣扬;xuān yáng;Promote.;"他在社交媒体上<b>**宣扬**</b>公司的环保政策。
<br>He is promoting the company's environmental policies on social media.
<br>
<br>他喜欢在朋友圈里<b>**宣扬**</b>自己的成就。
<br>He likes to publicize his achievements in his social circle.
<br>
<br>他在努力<b>**宣扬**</b>环保的重要性。
<br>He is working hard to promote the importance of environmental protection.";Imagine you're a herald proclaiming. 宣(announce) + 扬(spread). Picture a loudspeaker: 宣扬. Shout and spread the news. Think 宣扬 = 宣(宣)布 + 扬(扬)名. Loud
排汗;pái hàn;Sweat it out.;"出门运动时，身体会自然<b>**排汗**</b>。
<br>When you exercise outdoors, your body will naturally sweat.
<br>
<br>锻炼时，身体会自然<b>**排汗**</b>。
<br>During exercise, the body will naturally sweat.
<br>
<br>运动可以帮助我们<b>**排汗**</b>。
<br>Exercise can help us sweat.";"""排汗"" sounds like ""pie hunt"". Imagine pies sweating from a tough 'hunt’. So, ""pie hunt"" means sweat (汗) is being released (排)."
落实;luò shí;Implement.;"我们需要尽快<b>**落实**</b>这个计划。
<br>We need to implement this plan as soon as possible.
<br>
<br>我们需要认真<b>**落实**</b>这些计划。
<br>We need to thoroughly implement these plans.
<br>
<br>我们必须确保策略的<b>**落实**</b>。
<br>We must ensure the implementation of the strategy.";"Think of ""落实"" as ""lock it in."" 想象""落实"" as ""lock it in."" Important tasks locked in, executed perfectly."
姿则要落实到底;zī zé yào luò shí dào dǐ;Stick to the plan to the end.;"<b>**姿则要落实到底**</b>，方能见真章。
<br>Rules must be implemented thoroughly to achieve real results.
<br>
<br><b>**姿则要落实到底**</b>，我们才能看到真正的效果。
<br>Rules must be implemented thoroughly for us to see the real results.
<br>
<br><b>**姿则要落实到底**</b>，从始至终保持一致。
<br>Rules must be implemented thoroughly and consistently from start to finish.";"""姿则要落实到底"" = ""Principles should be followed to the end."" 
Memory tip: Think ""Stick to the rules all the way"". ""姿"" (posture/rules) + ""落实"" (implement) + """
循序渐进;xún xù jiàn jìn;Step by step.;"学习一门语言需要<b>**循序渐进**</b>，不能操之过急。
<br>Learning a language requires gradual progress; you can't rush it.
<br>
<br>在学习中，我们要<b>**循序渐进**</b>，不能一蹴而就。
<br>In learning, we should progress step by step and not try to achieve success overnight.
<br>
<br>学习任何新技能都需要<b>**循序渐进**</b>。
<br>Learning any new skill requires a step-by-step approach.";Imagine a staircase. Each step represents progress. No rushing, just gradual improvement. Start small, step-by-step: 循序渐进.
急于求成;jí yú qiú chéng;Eager for quick success.;"他总是<b>**急于求成**</b>，结果反而做不好。
<br>He is always eager for quick success, but ends up not doing well.
<br>
<br>他总是<b>**急于求成**</b>，却忘记了脚踏实地。
<br>He is always eager for quick success and instant benefits, but forgets to be down-to-earth.
<br>
<br>他总是<b>**急于求成**</b>，结果常常弄巧成拙。
<br>He is always eager for quick success and instant benefit, so he often ends up with a failed result.";"Imagine: student rushing homework, worried about it. ""急"" (anxious). ""于"" (toward). ""求成"": want success fast. Visual: sprint to finish line, missing steps. Remember: haste = waste."
大幅度运动;dà fúdù yùndòng;Intense exercise.;"今天的训练包括<b>**大幅度运动**</b>，比如跳高和冲刺。
<br>Today's training includes intensive exercises, such as high jumps and sprints.
<br>
<br>我们需要进行<b>**大幅度运动**</b>来保持健康。
<br>We need to engage in vigorous exercise to stay healthy.
<br>
<br>这项活动需要<b>**大幅度运动**</b>，所以一定要做好准备。
<br>This activity requires large-scale movements, so be well prepared.";"Think ""big move exercise."" ""大"" (big), ""幅度"" (scale), ""运动"" (exercise). Picture a giant workout. That’s 大幅度运动."
不愧;bù kuì;"Deservedly; worthy of.";"他<b>**不愧**</b>是公司的顶梁柱。
<br>He truly deserves to be called the backbone of the company.
<br>
<br>他<b>**不愧**</b>是我们公司的最佳员工。
<br>He truly deserves to be called the best employee of our company.
<br>
<br>你在比赛中的表现真是优秀，<b>**不愧**</b>是我们的榜样。
<br>Your performance in the competition was truly excellent, you well deserve to be our role model.";"Think of ""不愧"" as ""deserving"" or ""worthy."" Picture a trophy. 不: not, 愧: ashamed. Together: not ashamed, thus deserving honor."
你真不亏是这方面的专家;nǐ zhēn bù kuī shì zhè fāngmiàn de zhuānjiā;You really are an expert in this field.;"<b>**你真不亏是这方面的专家**</b>。
<br>You truly are an expert in this field.
<br>
<br><b>**你真不亏是这方面的专家**</b>，问题解决得很快！
<br>You truly are an expert in this field; the problem was resolved quickly!
<br>
<br><b>**你真不亏是这方面的专家**</b>，解决问题的速度真让人佩服。
<br>You truly are an expert in this field; the speed at which you solve problems is admirable.";"""你真不亏是这方面的专家"" 
Think: ""You're truly not unqualified—expert."" 
Simple: ""You're undoubtedly an expert."" 
Memorize: 无亏=undoubtedly, 专家=expert."
真不愧是好学生;zhēn bù kuì shì hǎo xué shēng;Truly a model student.;"他总是认真完成作业，<b>**真不愧是好学生**</b>。
<br>He always completes his homework diligently, truly deserving to be called a good student.
<br>
<br>他每次考试都得满分，<b>**真不愧是好学生**</b>。
<br>He scores full marks in every test, truly a deserving good student.
<br>
<br>他每次考试都拿满分，<b>**真不愧是好学生**</b>。
<br>He gets full marks on every exam; he truly deserves to be called a good student.";"""True, deserves to be called good student"" -> ""Truely (真) no shame (不愧), good student (好学生)."" Use ""真不愧"" to mean ""truly deserving."" Think ""no shame,"
定期;dìng qī;Regularly.;"<b>**定期**</b>检查你的牙齿很重要。
<br>Regularly checking your teeth is important.
<br>
<br>我们需要<b>**定期**</b>检查设备。
<br>We need to regularly inspect the equipment.
<br>
<br>我们<b>**定期**</b>进行安全检查。
<br>We conduct safety inspections regularly.";"Think ""定"" as in ""fixed"" or ""set,"" and ""期"" as in ""period"" or ""time."" Together, 定期 means ""regular"" or ""scheduled."" Like setting a clock."
不论我说什么他不听;bù lùn wǒ shuō shén me tā bù tīng;No matter what I say, he won't listen.;"<b>**不论我说什么他不听**</b>，他总有自己的主意。
<br>No matter what I say, he doesn't listen; he always has his own ideas.
<br>
<br><b>**不论我说什么他不听**</b>，他总是坚持自己的想法。
<br>No matter what I say, he won't listen; he always sticks to his own ideas.
<br>
<br><b>**不论我说什么他不听**</b>，他总是坚持自己的观点。
<br>No matter what I say, he doesn't listen; he always sticks to his own opinion.";"Imagine: ""No matter what I say, he doesn't listen."" So, 不论 (no matter) + 我说什 (I say what) + 么他 (he) + 不听 (doesn't listen). Visualize repeating this in"
心有灵犀;xīn yǒu líng xī;Connected at the heart.;"<b>**心有灵犀**</b>一点通，不言而喻。
<br>Hearts resonate in harmony; no words needed for understanding.
<br>
<br><b>**心有灵犀**</b>，一点就通。
<br>Hearts linked by a shared intuition, understanding at the slightest hint.
<br>
<br><b>**心有灵犀**</b>，一点通。
<br>Though miles apart, we share the same feeling.";"Imagine two hearts sharing a secret ""mind beam."" 心 (heart) 有 (have) 灵犀 (spiritual connection). Think: soulmate telepathy."
机动车;jī dòng chē;Motor vehicle.;"<b>**机动车**</b>需要定期保养。
<br>Motor vehicles require regular maintenance.
<br>
<br><b>**机动车**</b>在城市里越来越多。
<br>Motor vehicles are becoming more numerous in the city.
<br>
<br><b>**机动车**</b>在这个城市非常普遍。
<br>Motor vehicles are very common in this city.";"Imagine a ""motor vehicle"" as a machine that moves. ""Motor"" sounds like 机 (jī), and ""vehicle"" is simplified to 动车 (dòngchē). Combine: 机动车 (jīdòngchē)."
中意;zhòng yì;"""Like"" or ""Fancy""";"他终于找到了自己<b>**中意**</b>的工作。
<br>He finally found the job he likes.
<br>
<br>她找到了一款非常<b>**中意**</b>的连衣裙。
<br>She found a dress that she really likes.
<br>
<br>她终于找到了她<b>**中意**</b>的那本书。
<br>She finally found the book she liked.";"Sure! Think of ""中"" as ""center"" or ""middle"" and ""意"" as ""mind"" or ""idea."" Imagine your mind is centered on something you really like: 中意 means ""to like"" or ""fancy."""
各自保管自己的钱;gè zì bǎo guǎn zì jǐ de qián;Each person should keep their own money.;"<b>**各自保管自己的钱**</b>，每个人都要学会管理。
<br>Everyone should take care of their own money and learn to manage it.
<br>
<br><b>**各自保管自己的钱**</b>，他们才不会发生争吵。
<br>Each person manages their own money, so they won't have arguments.
<br>
<br><b>**各自保管自己的钱**</b>，可以避免不必要的争吵。
<br>Each person keeping their own money can avoid unnecessary quarrels.";"Imagine ""each self guards own money."" When you see 各自 (each self), 保管 (guard), 自己的 (own), 钱 (money), you recall individuality and responsibility."
着重讨论;zhuó zhòng tǎo lùn;Focus on discussing.;"我们今天在会议上<b>**着重讨论**</b>环保问题。
<br>Today, we will focus on discussing environmental issues in the meeting.
<br>
<br>我们今天的会议将<b>**着重讨论**</b>环境保护的问题。
<br>Today's meeting will focus on discussing environmental protection issues.
<br>
<br>我们今天即将<b>**着重讨论**</b>环境保护的关键措施。
<br>Today, we will place special emphasis on discussing key measures for environmental protection.";"Think of ""着重讨论"" as ""focus discussion."" Imagine a spotlight (着重) on a topic (讨论). Spotlight = focus, discussion = 讨论. So, spotlight it!"
保管你满意;bǎo guǎn nǐ mǎn yì;Guaranteed to satisfy you;"我会<b>**保管你满意**</b>的东西。
<br>I will keep your things to your satisfaction.
<br>
<br>请放心，我们的服务一定<b>**保管你满意**</b>。
<br>Rest assured, our service will certainly satisfy you.
<br>
<br><b>**保管你满意**</b>的服务质量永远是我们的目标。
<br>Ensuring your satisfaction with service quality is always our goal.";"Imagine a warehouse keeper (保管) with a big smile, saying ""you'll be happy"" (你满意). Keeper ensures satisfaction."
收音机;shōu yīn jī;Radio.;"我早上喜欢听<b>**收音机**</b>节目。
<br>I enjoy listening to radio programs in the morning.
<br>
<br>我每天早晨都会打开<b>**收音机**</b>听新闻。
<br>Every morning, I turn on the radio to listen to the news.
<br>
<br>今天早上我听了<b>**收音机**</b>里的新闻。
<br>This morning, I listened to the news on the radio.";"Imagine ""Show-in GPS,"" like a device showing radio waves in (""Show-in"") and guiding like GPS = 收音机."
音响;yīn xiǎng;Sound system;"<b>**音响**</b>效果非常震撼。
<br>The sound effects are very impressive.
<br>
<br>我们家的<b>**音响**</b>系统非常高级。
<br>Our home's audio system is very high-end.
<br>
<br><b>**音响**</b>效果非常出色。
<br>The sound system's performance is outstanding.";"Think of 音响 (yīnxiǎng) like ""sound rings."" 音 means sound, 响 means resound. Together, imagine a device that makes sound ripple out. Sound system."
家里的钱谁来保管;jiā lǐ de qián shéi lái bǎoguǎn;Who manages the household finances?;"<b>**家里的钱谁来保管**</b>？一般是我妈妈负责这个事。
<br>Who manages the money at home? Usually, my mother is responsible for it.
<br>
<br><b>**家里的钱谁来保管**</b>，还是我们每个月轮流负责？
<br>Who will manage the household money, or should we take turns every month?
<br>
<br><b>**家里的钱谁来保管**</b>？这个问题一直困扰着我。
<br>Who is responsible for managing the money at home? This question has always troubled me.";"Imagine family as house (家), money inside (里的钱). Ask ""who maintains it?"" (谁来保管). Think: family's money caretaker."
保管你好吃;bǎo guǎn nǐ hǎo chī;I guarantee you'll find it delicious.;"放心吧，我会<b>**保管你好吃**</b>的巧克力。
<br>Don't worry, I will take care of your delicious chocolate.
<br>
<br>放心，<b>**保管你好吃**</b>的东西绝对新鲜。
<br>Rest assured, I will ensure the food I keep for you is absolutely fresh.
<br>
<br><b>**保管你好吃**</b>的蛋糕真是一种考验。
<br>Taking care of your delicious cake is truly a test.";"""保管"" sounds like ""guarantee"" and ""你好吃"" sounds like ""you eat well."" Together: ""Guarantee your yummy!"" Easy to remember."
馈;kuì;Gift or offering;"你的<b>**馈**</b>赠让我感动。
<br>Your gift moved me.
<br>
<br><b>**馈**</b>赠亲友
<br>Gifting friends and family
<br>
<br>礼物是友谊的<b>**馈**</b>赠。
<br>Gifts are tokens of friendship.";"Think of 馈 as ""give + meal"". Picture gifting a meal to someone. ""Give"" is seen in the character's structure. This image helps remember 馈 as giving a present or food."
款式;kuǎn shì;Style;"他的衣服<b>**款式**</b>非常时尚。
<br>His clothing style is very fashionable.
<br>
<br>这家店的衣服<b>**款式**</b>很时尚。
<br>The styles of clothes in this store are very fashionable.
<br>
<br>这个品牌的新<b>**款式**</b>非常受欢迎。
<br>This brand's new style is very popular.";"Imagine ""款"" as ""fancy payment"" and ""式"" as ""style."" Together, ""款式"" means ""a fashionable style."" Think of paying for stylish clothes: ""款式"" = stylish payment."
